name;rarity;equid_slot;defense;fire_res;water_res;ice_res;thunder_res;dragon_res;slot_count;slot_1_size;slot_2_size;slot_3_size;set_skill_1;skill_1;skill_1_level;skill_2;skill_2_level;skill_3;skill_3_level
Ingot Mail β;6;Chest;50;-2;0;-1;3;0;1;1;0;0;--------;Thunder Resistance;1;--------;0;--------;0
Barnos Jacket α;5;Chest;48;1;1;1;0;-2;0;0;0;0;--------;Heat Guard;1;Iron Skin;1;--------;0
Barnos Jacket β;5;Chest;48;1;1;1;0;-2;1;1;0;0;--------;Heat Guard;1;--------;0;--------;0
Rath Heart Mail α;6;Chest;52;3;0;0;-3;-4;0;0;0;0;Pink Rathian Mastery;Tool Specialist;2;--------;0;--------;0
Rath Heart Mail β;6;Chest;52;3;0;0;-3;-4;2;1;1;0;Pink Rathian Mastery;Tool Specialist;1;--------;0;--------;0
Legiana Mail α;6;Chest;54;-1;2;3;-3;0;0;0;0;0;Legiana Favor;Evade Window;2;Divine Blessing;1;--------;0
Legiana Mail β;6;Chest;54;-1;2;3;-3;0;1;1;0;0;Legiana Favor;Evade Window;2;--------;0;--------;0
Odogaron Mail α;6;Chest;54;2;2;-3;-2;0;0;0;0;0;Odogaron Mastery;Speed Sharpening;2;Bleeding Resistance;1;--------;0
Odogaron Mail β;6;Chest;54;2;2;-3;-2;0;1;1;0;0;Odogaron Mastery;Speed Sharpening;2;--------;0;--------;0
Rathalos Mail α;6;Chest;54;3;1;1;-2;-3;0;0;0;0;Rathalos Mastery;Weakness Exploit;2;Fire Attack;1;--------;0
Rathalos Mail β;6;Chest;54;3;1;1;-2;-3;1;1;0;0;Rathalos Mastery;Weakness Exploit;2;--------;0;--------;0
Rath Soul Mail α;7;Chest;56;3;2;-3;2;-4;1;1;0;0;Rathalos Mastery;Free Elem/Ammo Up;1;Intimidator;1;--------;0
Rath Soul Mail β;7;Chest;56;3;2;-3;2;-4;1;2;0;0;Rathalos Mastery;Free Elem/Ammo Up;1;--------;0;--------;0
Diablos Mail α;6;Chest;54;3;-2;-3;0;2;0;0;0;0;Diablos Mastery;Slugger;2;Heroics;1;--------;0
Diablos Mail β;6;Chest;54;3;-2;-3;0;2;1;2;0;0;Diablos Mastery;Slugger;2;--------;0;--------;0
Diablos Nero Mail α;7;Chest;56;2;-3;-4;0;2;1;1;0;0;Diablos Mastery;Resentment;2;--------;0;--------;0
Diablos Nero Mail β;7;Chest;56;2;-3;-4;0;2;2;2;1;0;Diablos Mastery;Resentment;1;--------;0;--------;0
Dodogama Mail α;5;Chest;48;2;0;0;-3;2;0;0;0;0;--------;Blast Attack;2;--------;0;--------;0
Dodogama Mail β;5;Chest;48;2;0;0;-3;2;1;1;0;0;--------;Blast Attack;1;--------;0;--------;0
Lavasioth Mail α;6;Chest;56;3;-3;-2;1;2;0;0;0;0;--------;Fire Attack;2;Heat Guard;1;--------;0
Lavasioth Mail β;6;Chest;56;3;-3;-2;1;2;2;1;1;0;--------;Fire Attack;2;--------;0;--------;0
Uragaan Mail α;7;Chest;60;4;-3;-2;1;-2;1;1;0;0;Uragaan Protection;Partbreaker;2;--------;0;--------;0
Uragaan Mail β;7;Chest;60;4;-3;-2;1;-2;1;3;0;0;Uragaan Protection;Partbreaker;1;--------;0;--------;0
Nergigante Mail α;8;Chest;64;1;1;1;-3;-3;1;1;0;0;Nergigante Hunger;Stamina Surge;2;Agitator;1;--------;0
Nergigante Mail β;8;Chest;64;1;1;1;-3;-3;2;2;1;0;Nergigante Hunger;Stamina Surge;2;--------;0;--------;0
King Beetle Thorax α;5;Chest;42;-1;-1;0;2;2;0;0;0;0;--------;Quick Sheath;2;Botanist;1;--------;0
King Beetle Thorax β;5;Chest;42;-1;-1;0;2;2;1;1;0;0;--------;Quick Sheath;2;--------;0;--------;0
Butterfly Thorax α;5;Chest;42;-1;-1;0;2;2;0;0;0;0;--------;Quick Sheath;2;Botanist;1;--------;0
Butterfly Thorax β;5;Chest;42;-1;-1;0;2;2;1;1;0;0;--------;Quick Sheath;2;--------;0;--------;0
Brigade Suit α;6;Chest;52;1;0;0;2;2;1;2;0;0;--------;Divine Blessing;2;--------;0;--------;0
Brigade Suit β;6;Chest;52;1;0;0;2;2;2;2;2;0;--------;Divine Blessing;1;--------;0;--------;0
Damascus Mail α;7;Chest;60;4;-2;0;0;0;1;1;0;0;--------;Focus;2;Defense Boost;2;--------;0
Damascus Mail β;7;Chest;60;4;-2;0;0;0;3;1;1;1;--------;Focus;2;--------;0;--------;0
Dober Mail α;7;Chest;60;-2;0;-1;-1;4;1;1;0;0;--------;Attack Boost;2;Mushroomancer;1;--------;0
Dober Mail β;7;Chest;60;-2;0;-1;-1;4;1;3;0;0;--------;Attack Boost;2;--------;0;--------;0
Kushala Cista α;8;Chest;64;0;2;4;-3;-2;0;0;0;0;Kushala Daora Flight;Handicraft;2;Focus;1;--------;0
Kushala Cista β;8;Chest;64;0;2;4;-3;-2;1;2;0;0;Kushala Daora Flight;Handicraft;2;--------;0;--------;0
Kaiser Mail α;8;Chest;64;3;-3;-3;1;1;0;0;0;0;Teostra Technique;Special Ammo Boost;2;Latent Power;1;--------;0
Kaiser Mail β;8;Chest;64;3;-3;-3;1;1;2;1;1;0;Teostra Technique;Special Ammo Boost;2;--------;0;--------;0
Kirin Jacket α;8;Chest;64;-3;-2;-2;4;2;0;0;0;0;Kirin Favor;Divine Blessing;2;Thunder Attack;1;--------;0
Kirin Jacket β;8;Chest;64;-3;-2;-2;4;2;1;1;0;0;Kirin Favor;Divine Blessing;2;--------;0;--------;0
Vaal Hazak Mail α;8;Chest;64;-4;4;-1;1;-3;1;1;0;0;Vaal Hazak Vitality;Recovery Speed;2;Dragon Attack;1;--------;0
Vaal Hazak Mail β;8;Chest;64;-4;4;-1;1;-3;2;1;1;0;Vaal Hazak Vitality;Recovery Speed;2;--------;0;--------;0
Bazel Mail α;7;Chest;58;3;1;-2;-4;-2;0;0;0;0;Bazelgeuse Protection;Guard;2;Blast Resistance;2;--------;0
Bazel Mail β;7;Chest;58;3;1;-2;-4;-2;2;1;1;0;Bazelgeuse Protection;Guard;2;--------;0;--------;0
Death Stench Muscle α;7;Chest;62;3;2;3;-2;-4;0;0;0;0;--------;Fortify;1;Free Elem/Ammo Up;1;--------;0
Death Stench Muscle β;7;Chest;62;3;2;3;-2;-4;1;3;0;0;--------;Fortify;1;--------;0;--------;0
Guild Cross Suit α;8;Chest;62;0;0;0;0;0;1;1;0;0;Guild Guidance;Resuscitate;1;Ice Resistance;2;--------;0
Guild Cross Suit β;8;Chest;62;0;0;0;0;0;1;3;0;0;Guild Guidance;Resuscitate;1;--------;0;--------;0
Xeno'jiiva Hide α;8;Chest;72;-3;2;2;2;-4;1;1;0;0;Xeno'jiiva Divinity;Power Prolonger;2;Blight Resistance;1;--------;0
Xeno'jiiva Hide β;8;Chest;72;-3;2;2;2;-4;2;1;1;0;Xeno'jiiva Divinity;Power Prolonger;2;--------;0;--------;0
Zorah Hide α;6;Chest;44;4;-3;-2;-1;-3;0;0;0;0;Zorah Magdaros Mastery;Blast Attack;2;Windproof;1;--------;0
Zorah Hide β;6;Chest;44;4;-3;-2;-1;-3;1;2;0;0;Zorah Magdaros Mastery;Blast Attack;2;--------;0;--------;0
Commission Jacket α;8;Chest;70;2;2;2;2;2;0;0;0;0;Commission Guidance;Wide-Range;2;Cliffhanger;1;--------;0
Commission Jacket β;8;Chest;70;2;2;2;2;2;1;1;0;0;Commission Guidance;Wide-Range;2;--------;0;--------;0
Origin Mail;1;Chest;6;0;0;0;0;0;0;0;0;0;--------;--------;0;--------;0;--------;0
Kulve Taroth's Ire α;8;Chest;72;4;-2;-4;3;-2;1;1;0;0;--------;Stun Resistance;2;Critical Boost;2;--------;0
Kulve Taroth's Ire β;8;Chest;72;4;-2;-4;3;-2;2;3;1;0;--------;Stun Resistance;2;Critical Boost;1;--------;0
Blossom Vest;3;Chest;18;1;1;1;4;1;0;0;0;0;--------;Quick Sheath;1;--------;0;--------;0
Diver's Suit;3;Chest;22;1;4;1;1;1;0;0;0;0;--------;Critical Eye;1;--------;0;--------;0
Harvest Tronco;3;Chest;26;4;1;1;1;1;0;0;0;0;--------;Tremor Resistance;1;--------;0;--------;0
Orion Vest;4;Chest;30;1;1;4;1;1;0;0;0;0;--------;Flinch Free;1;--------;0;--------;0
Gala Suit Jacket;4;Chest;34;1;1;1;1;4;0;0;0;0;Astera Blessing;Critical Draw;1;--------;0;--------;0
Vangis Mail α;7;Chest;58;1;1;2;-3;-3;1;2;0;0;--------;Speed Eating;1;Handicraft;1;--------;0
Vangis Mail β;7;Chest;58;1;1;2;-3;-3;1;3;0;0;--------;Speed Eating;1;--------;0;--------;0
Drachen Mail α;8;Chest;72;-2;-2;-2;3;4;1;3;0;0;Soul of the Dragoon;Critical Eye;2;Critical Boost;1;--------;0
Blossom Vest α;5;Chest;40;1;1;1;4;1;2;1;1;0;--------;Quick Sheath;1;--------;0;--------;0
Diver's Suit α;5;Chest;46;1;4;1;1;1;1;2;0;0;--------;Critical Eye;1;--------;0;--------;0
Harvest Tronco α;6;Chest;52;4;1;1;1;1;2;2;1;0;--------;Tremor Resistance;1;--------;0;--------;0
Orion Vest α;6;Chest;58;1;1;4;1;1;1;3;0;0;--------;Flinch Free;1;--------;0;--------;0
Gala Suit Jacket α;7;Chest;64;1;1;1;1;4;3;2;1;1;Astera Blessing;Critical Draw;1;--------;0;--------;0
Butterfly Thorax;3;Chest;22;-1;-1;0;2;2;0;0;0;0;--------;Health Boost;1;--------;0;--------;0
Butterfly Thorax α;5;Chest;42;-1;-1;0;2;2;0;0;0;0;--------;Health Boost;2;Stun Resistance;1;--------;0
Butterfly Thorax β;5;Chest;42;-1;-1;0;2;2;1;1;0;0;--------;Health Boost;2;--------;0;--------;0
Queen Beetle Thorax;3;Chest;22;-1;-1;0;2;2;0;0;0;0;--------;Health Boost;1;--------;0;--------;0
Queen Beetle Thorax α;5;Chest;42;-1;-1;0;2;2;0;0;0;0;--------;Health Boost;2;Stun Resistance;1;--------;0
Queen Beetle Thorax β;5;Chest;42;-1;-1;0;2;2;1;1;0;0;--------;Health Boost;2;--------;0;--------;0
Vaal Hazak Mail γ;8;Chest;72;-4;4;-1;1;-3;1;3;0;0;Vaal Hazak Vitality;Peak Performance;1;Recovery Up;1;--------;0
Kirin Jacket γ;8;Chest;72;-3;-2;-2;4;2;2;1;1;0;Kirin Favor;Free Elem/Ammo Up;2;--------;0;--------;0
Kaiser Mail γ;8;Chest;72;3;-3;-3;1;1;1;2;0;0;Teostra Technique;Latent Power;2;Weakness Exploit;1;--------;0
Kushala Cista γ;8;Chest;72;0;2;4;-3;-2;1;2;0;0;Kushala Daora Flight;Ice Attack;3;Evade Extender;1;--------;0
Nergigante Mail γ;8;Chest;72;1;1;1;-3;-3;3;3;2;1;Nergigante Hunger;Maximum Might;1;--------;0;--------;0
Zorah Hide γ;8;Chest;72;4;-3;-2;-1;-3;3;1;1;1;Zorah Magdaros Mastery;Tremor Resistance;2;--------;0;--------;0
Xeno'jiiva Hide γ;8;Chest;72;-3;2;2;2;-4;2;1;1;0;Xeno'jiiva Divinity;Flinch Free;2;--------;0;--------;0
HARDUMMY;5;Chest;46;1;1;1;1;1;2;1;1;0;Anjanath Will;Marathon Runner;2;--------;0;--------;0
Ryu's Karate Gi;2;Chest;12;2;0;-3;5;2;0;0;0;0;--------;Health Boost;1;--------;0;--------;0
Ryu's Karate Gi α;7;Chest;60;2;0;-3;5;2;2;1;1;0;Rathalos Mastery;Health Boost;1;Resuscitate;1;--------;0
Sakura's Work Uniform α;6;Chest;50;0;4;4;0;-2;2;1;1;0;Pink Rathian Mastery;Stamina Surge;1;Resuscitate;1;--------;0
Azure Starlord Armor α;7;Chest;56;2;2;0;0;3;1;2;0;0;Rathalos Mastery;Handicraft;1;--------;0;--------;0
Dante's Coat α;8;Chest;64;3;-3;-3;3;3;1;3;0;0;--------;Evade Window;1;Critical Eye;1;--------;0
Empress Mail α;8;Chest;70;3;1;-3;1;-2;2;1;1;0;Lunastra Favor;Peak Performance;2;Health Boost;1;--------;0
Empress Mail β;8;Chest;70;3;1;-3;1;-2;3;1;1;1;Lunastra Favor;Peak Performance;2;--------;0;--------;0
Invalid Message;1;Chest;2;0;0;0;0;0;0;0;0;0;--------;--------;0;--------;0;--------;0
HARDUMMY;8;Chest;64;1;1;1;1;1;2;1;1;0;Anjanath Will;Marathon Runner;2;Affinity Sliding;1;--------;0
Empress Mail γ;8;Chest;70;3;1;-3;1;-2;1;3;0;0;Lunastra Favor;Earplugs;2;Tool Specialist;1;--------;0
Geralt's Body α;8;Chest;70;2;1;-1;-2;3;2;1;1;0;Witcher's Knowledge;Health Boost;3;Attack Boost;2;--------;0
Ciri's Body α;8;Chest;70;-2;-1;1;2;3;1;3;0;0;--------;Evade Window;2;Divine Blessing;2;--------;0
Kulve Taroth's Ire γ;8;Chest;72;4;-2;-4;3;-2;1;1;0;0;--------;Handicraft;2;Agitator;1;--------;0
Defender Mail α;6;Chest;50;2;0;2;0;3;0;0;0;0;--------;Marathon Runner;1;Recovery Up;1;--------;0
Bone Mail α+;9;Chest;114;2;0;0;2;2;1;2;0;0;--------;Attack Boost;2;Health Boost;1;--------;0
Bone Mail β+;9;Chest;114;2;0;0;2;2;2;4;1;0;--------;Attack Boost;1;--------;0;--------;0
Alloy Mail α+;9;Chest;114;-2;0;-2;-2;0;1;3;0;0;--------;Water Resistance;2;Defense Boost;1;--------;0
Alloy Mail β+;9;Chest;114;-2;0;-2;-2;0;2;4;1;0;--------;Water Resistance;1;--------;0;--------;0
Vespoid Mail α+;9;Chest;116;-2;1;1;1;2;2;2;1;0;--------;Windproof;2;--------;0;--------;0
Vespoid Mail β+;9;Chest;116;-2;1;1;1;2;2;4;1;0;--------;Windproof;1;--------;0;--------;0
Hornetaur Mail α+;9;Chest;116;-1;-1;0;0;2;2;2;1;0;--------;Effluvial Expert;1;Hunger Resistance;2;--------;0
Hornetaur Mail β+;9;Chest;116;-1;-1;0;0;2;3;4;2;1;--------;Effluvial Expert;1;--------;0;--------;0
Barnos Jacket α+;9;Chest;116;1;1;1;0;-2;2;2;2;0;--------;Heat Guard;1;Iron Skin;2;--------;0
Barnos Jacket β+;9;Chest;116;1;1;1;0;-2;2;4;2;0;--------;Heat Guard;1;Iron Skin;1;--------;0
Cortos Cape α+;9;Chest;116;-3;2;2;0;0;2;1;1;0;--------;Hunger Resistance;2;Jump Master;1;--------;0
Cortos Cape β+;9;Chest;116;-3;2;2;0;0;1;4;0;0;--------;Hunger Resistance;1;Jump Master;1;--------;0
Jagras Mail α+;9;Chest;116;-2;2;-1;-1;1;1;3;0;0;--------;Evade Extender;1;Attack Boost;2;--------;0
Jagras Mail β+;9;Chest;116;-2;2;-1;-1;1;1;4;0;0;--------;Evade Extender;1;Attack Boost;1;--------;0
Tzitzi Mail α+;9;Chest;116;0;0;-2;-3;0;2;1;1;0;--------;Constitution;2;Water Attack;2;--------;0
Tzitzi Mail β+;9;Chest;116;0;0;-2;-3;0;2;4;1;0;--------;Constitution;1;Water Attack;1;--------;0
Girros Mail α+;9;Chest;116;0;-3;0;2;1;1;2;0;0;--------;Paralysis Resistance;2;Free Elem/Ammo Up;1;--------;0
Girros Mail β+;9;Chest;116;0;-3;0;2;1;2;4;2;0;--------;Paralysis Resistance;2;--------;0;--------;0
Dodogama Mail α+;9;Chest;120;2;0;0;-3;2;1;2;0;0;--------;Blast Attack;2;Artillery;1;--------;0
Dodogama Mail β+;9;Chest;120;2;0;0;-3;2;1;4;0;0;--------;Blast Attack;2;--------;0;--------;0
Kulu Mail α+;9;Chest;116;0;-3;1;0;0;1;2;0;0;--------;Stamina Surge;1;Critical Eye;2;--------;0
Kulu Mail β+;9;Chest;116;0;-3;1;0;0;1;4;0;0;--------;Stamina Surge;1;Critical Eye;1;--------;0
Pukei Mail α+;9;Chest;118;0;3;0;-3;1;1;2;0;0;--------;Item Prolonger;2;Peak Performance;1;--------;0
Pukei Mail β+;9;Chest;118;0;3;0;-3;1;1;4;0;0;--------;Item Prolonger;1;Peak Performance;1;--------;0
Barroth Mail α+;9;Chest;118;-3;-1;-1;3;0;2;1;1;0;--------;Stamina Thief;2;Agitator;1;--------;0
Barroth Mail β+;9;Chest;118;-3;-1;-1;3;0;2;4;1;0;--------;Stamina Thief;2;--------;0;--------;0
Jyura Mail α+;9;Chest;118;-1;2;0;-3;0;1;2;0;0;--------;Latent Power;1;Water Attack;2;--------;0
Jyura Mail β+;9;Chest;118;-1;2;0;-3;0;1;4;0;0;--------;Latent Power;1;Water Attack;1;--------;0
Beo Mail α+;9;Chest;118;-3;0;3;-2;2;1;3;0;0;--------;Stamina Surge;1;Ice Attack;2;--------;0
Beo Mail β+;9;Chest;118;-3;0;3;-2;2;2;4;2;0;--------;Stamina Surge;1;--------;0;--------;0
Kadachi Mail α+;9;Chest;120;0;-3;0;3;0;2;2;1;0;--------;Jump Master;1;Constitution;1;--------;0
Kadachi Mail β+;9;Chest;120;0;-3;0;3;0;2;4;2;0;--------;Jump Master;1;--------;0;--------;0
High Metal Mail α+;9;Chest;128;0;-1;3;-2;0;1;2;0;0;--------;Earplugs;2;Ice Attack;1;--------;0
High Metal Mail β+;9;Chest;128;0;-1;3;-2;0;2;4;1;0;--------;Earplugs;1;Ice Attack;1;--------;0
Banbaro Mail α+;9;Chest;130;-2;2;3;-1;-3;1;3;0;0;--------;Speed Eating;1;Offensive Guard;1;--------;0
Banbaro Mail β+;9;Chest;130;-2;2;3;-1;-3;2;4;1;0;--------;Speed Eating;1;--------;0;--------;0
Anja Mail α+;9;Chest;132;3;-3;-1;-1;0;2;1;1;0;Anjanath Dominance;Marathon Runner;2;Special Ammo Boost;1;--------;0
Anja Mail β+;9;Chest;132;3;-3;-1;-1;0;2;4;1;0;Anjanath Dominance;Marathon Runner;1;Special Ammo Boost;1;--------;0
Rathian Mail α+;9;Chest;130;2;0;0;-2;-3;2;2;2;0;Rathian Essence;Botanist;2;Recovery Up;1;--------;0
Rathian Mail β+;9;Chest;130;2;0;0;-2;-3;2;4;2;0;Rathian Essence;Botanist;1;Recovery Up;1;--------;0
Rath Heart Mail α+;9;Chest;132;3;0;0;-3;-4;1;2;0;0;Rathian Essence;Tool Specialist;2;Handicraft;1;--------;0
Rath Heart Mail β+;9;Chest;132;3;0;0;-3;-4;3;4;1;1;Rathian Essence;Tool Specialist;2;--------;0;--------;0
Lumu Mail α+;9;Chest;130;-3;2;1;0;0;2;3;1;0;--------;Master Mounter;1;Artillery;1;--------;0
Lumu Mail β+;9;Chest;130;-3;2;1;0;0;2;4;1;0;--------;Master Mounter;1;--------;0;--------;0
Lumu Phantasm Mail α+;9;Chest;132;-3;-3;1;2;1;1;2;0;0;--------;Wide-Range;2;Maximum Might;1;--------;0
Lumu Phantasm Mail β+;9;Chest;132;-3;-3;1;2;1;2;4;1;0;--------;Wide-Range;2;--------;0;--------;0
Pukei Lagoon Mail α+;9;Chest;132;0;3;-3;-2;0;1;2;0;0;--------;Power Prolonger;1;Critical Draw;1;--------;0
Pukei Lagoon Mail β+;9;Chest;132;0;3;-3;-2;0;2;4;1;0;--------;Power Prolonger;1;--------;0;--------;0
Viper Kadachi Mail α+;9;Chest;132;1;3;-2;-3;1;2;1;1;0;--------;Quick Sheath;1;Evade Extender;1;--------;0
Viper Kadachi Mail β+;9;Chest;132;1;3;-2;-3;1;2;4;1;0;--------;Quick Sheath;1;--------;0;--------;0
Baan Mail α+;9;Chest;134;0;2;-1;0;-2;1;3;0;0;--------;Sleep Attack;1;Bleeding Resistance;1;--------;0
Baan Mail β+;9;Chest;134;0;2;-1;0;-2;1;4;0;0;--------;Sleep Attack;1;--------;0;--------;0
Ingot Mail α+;10;Chest;136;-2;0;-1;3;0;1;3;0;0;--------;Thunder Resistance;2;Free Elem/Ammo Up;1;--------;0
Ingot Mail β+;10;Chest;136;-2;0;-1;3;0;1;4;0;0;--------;Thunder Resistance;1;Free Elem/Ammo Up;1;--------;0
Barioth Mail α+;10;Chest;138;-3;2;3;-2;0;1;3;0;0;Barioth Hidden Art;Power Prolonger;1;Constitution;1;--------;0
Barioth Mail β+;10;Chest;138;-3;2;3;-2;0;2;4;1;0;Barioth Hidden Art;Power Prolonger;1;--------;0;--------;0
Rathalos Mail α+;10;Chest;140;3;1;1;-2;-3;2;1;1;0;Rathalos Essence;Weakness Exploit;2;Fire Attack;1;--------;0
Rathalos Mail β+;10;Chest;140;3;1;1;-2;-3;1;4;0;0;Rathalos Essence;Weakness Exploit;2;--------;0;--------;0
Diablos Mail α+;10;Chest;140;3;-2;-3;0;2;1;2;0;0;Diablos Ambition;Slugger;2;Heroics;2;--------;0
Diablos Mail β+;10;Chest;140;3;-2;-3;0;2;2;4;1;0;Diablos Ambition;Slugger;2;Heroics;1;--------;0
Legiana Mail α+;10;Chest;140;-1;2;3;-3;0;1;1;0;0;Legiana Ambition;Evade Window;2;Divine Blessing;2;--------;0
Legiana Mail β+;10;Chest;140;-1;2;3;-3;0;1;4;0;0;Legiana Ambition;Evade Window;2;Divine Blessing;1;--------;0
Odogaron Mail α+;10;Chest;140;2;2;-3;-2;0;1;3;0;0;Odogaron Essence;Speed Sharpening;2;Bleeding Resistance;1;--------;0
Odogaron Mail β+;10;Chest;140;2;2;-3;-2;0;2;4;1;0;Odogaron Essence;Speed Sharpening;2;--------;0;--------;0
Lavasioth Mail α+;10;Chest;140;3;-3;-2;1;2;2;1;1;0;--------;Fire Attack;3;Heat Guard;1;--------;0
Lavasioth Mail β+;10;Chest;140;3;-3;-2;1;2;2;4;1;0;--------;Fire Attack;2;Heat Guard;1;--------;0
Uragaan Mail α+;10;Chest;144;4;-3;-2;1;-2;1;3;0;0;Uragaan Ambition;Partbreaker;2;Blast Resistance;1;--------;0
Uragaan Mail β+;10;Chest;144;4;-3;-2;1;-2;1;4;0;0;Uragaan Ambition;Partbreaker;2;--------;0;--------;0
Nargacuga Mail α+;10;Chest;140;-2;2;0;-3;0;1;2;0;0;Nargacuga Essence;Evade Window;2;Speed Crawler;1;--------;0
Nargacuga Mail β+;10;Chest;140;-2;2;0;-3;0;1;4;0;0;Nargacuga Essence;Evade Window;2;--------;0;--------;0
Glavenus Mail α+;10;Chest;142;3;-3;-1;1;-1;1;1;0;0;Glavenus Essence;Power Prolonger;2;Maximum Might;1;--------;0
Glavenus Mail β+;10;Chest;142;3;-3;-1;1;-1;1;4;0;0;Glavenus Essence;Power Prolonger;1;Maximum Might;1;--------;0
Brachydios Mail α+;10;Chest;142;3;-2;-3;1;1;1;1;0;0;Brachydios Essence;Stamina Thief;2;Agitator;1;--------;0
Brachydios Mail β+;10;Chest;142;3;-2;-3;1;1;1;4;0;0;Brachydios Essence;Stamina Thief;1;Agitator;1;--------;0
Tigrex Mail α+;10;Chest;142;2;0;0;-3;-2;1;2;0;0;Tigrex Essence;Earplugs;2;Free Meal;1;--------;0
Tigrex Mail β+;10;Chest;142;2;0;0;-3;-2;2;4;1;0;Tigrex Essence;Earplugs;2;--------;0;--------;0
Fulgur Mail α+;11;Chest;146;-1;-1;-3;2;0;1;3;0;0;Anjanath Dominance;Flinch Free;1;Stun Resistance;2;--------;0
Fulgur Mail β+;11;Chest;146;-1;-1;-3;2;0;1;4;0;0;Anjanath Dominance;Flinch Free;1;Stun Resistance;1;--------;0
Black Belt Mail α+;11;Chest;150;1;1;1;1;2;3;1;1;1;Instructor's Guidance;Mushroomancer;2;Wide-Range;1;--------;0
Black Belt Mail β+;11;Chest;150;1;1;1;1;2;3;4;1;1;Instructor's Guidance;Mushroomancer;2;--------;0;--------;0
Hoarcry Mail α+;11;Chest;146;-3;2;3;-1;0;2;1;1;0;Legiana Ambition;Focus;2;Marathon Runner;1;--------;0
Hoarcry Mail β+;11;Chest;146;-3;2;3;-1;0;1;4;0;0;Legiana Ambition;Focus;2;--------;0;--------;0
Rath Soul Mail α+;11;Chest;148;3;2;-3;2;-4;1;2;0;0;Rathalos Essence;Free Elem/Ammo Up;1;Partbreaker;1;--------;0
Rath Soul Mail β+;11;Chest;148;3;2;-3;2;-4;2;4;1;0;Rathalos Essence;Free Elem/Ammo Up;1;--------;0;--------;0
Diablos Nero Mail α+;11;Chest;148;2;-3;-4;0;2;1;2;0;0;Diablos Ambition;Resentment;2;Marathon Runner;1;--------;0
Diablos Nero Mail β+;11;Chest;148;2;-3;-4;0;2;2;4;1;0;Diablos Ambition;Resentment;1;Marathon Runner;1;--------;0
Death Garon Mail α+;11;Chest;148;-2;-3;-2;-2;4;1;2;0;0;Odogaron Essence;Critical Eye;3;Dragon Resistance;2;--------;0
Death Garon Mail β+;11;Chest;148;-2;-3;-2;-2;4;2;4;1;0;Odogaron Essence;Critical Eye;2;Dragon Resistance;1;--------;0
Acidic Glavenus Mail α+;11;Chest;150;-3;2;2;-1;-1;1;1;0;0;Glavenus Essence;Handicraft;2;Stamina Surge;1;--------;0
Acidic Glavenus Mail β+;11;Chest;150;-3;2;2;-1;-1;2;4;1;0;Glavenus Essence;Handicraft;1;Stamina Surge;1;--------;0
Artian Mail α+;10;Chest;142;1;-2;2;-2;3;1;1;0;0;Ancient Divinity;Critical Eye;3;Peak Performance;1;--------;0
Artian Mail β+;10;Chest;142;1;-2;2;-2;3;1;4;0;0;Ancient Divinity;Critical Eye;2;Peak Performance;1;--------;0
Dober Mail α+;11;Chest;152;-2;0;-1;-1;4;3;1;1;1;--------;Attack Boost;2;Effluvia Resistance;1;--------;0
Dober Mail β+;11;Chest;152;-2;0;-1;-1;4;3;4;1;1;--------;Attack Boost;1;Effluvia Resistance;1;--------;0
Damascus Mail α+;11;Chest;152;4;-2;0;0;0;2;3;1;0;--------;Focus;2;Defense Boost;2;--------;0
Damascus Mail β+;11;Chest;152;4;-2;0;0;0;3;4;2;1;--------;Focus;2;--------;0;--------;0
Rimeguard Mail α+;12;Chest;154;-3;2;4;-1;-1;1;1;0;0;Velkhana Divinity;Quick Sheath;2;Critical Draw;1;--------;0
Rimeguard Mail β+;12;Chest;154;-3;2;4;-1;-1;2;4;1;0;Velkhana Divinity;Quick Sheath;2;--------;0;--------;0
Pride Mail α+;11;Chest;154;3;1;-4;-2;-2;2;1;1;0;Bazelgeuse Ambition;Guard;2;Blast Resistance;2;--------;0
Pride Mail β+;11;Chest;154;3;1;-4;-2;-2;3;4;1;1;Bazelgeuse Ambition;Guard;2;--------;0;--------;0
Fellshroud Mail α+;12;Chest;156;-2;4;1;1;-3;2;3;1;0;Vaal Soulvein;Recovery Speed;2;Dragon Attack;2;--------;0
Fellshroud Mail β+;12;Chest;156;-2;4;1;1;-3;2;4;2;0;Vaal Soulvein;Recovery Speed;2;Dragon Attack;1;--------;0
Kaiser Mail α+;12;Chest;156;3;-3;-3;1;1;2;2;1;0;Teostra Technique;Latent Power;1;Special Ammo Boost;2;--------;0
Kaiser Mail β+;12;Chest;156;3;-3;-3;1;1;3;4;1;1;Teostra Technique;Latent Power;1;--------;0;--------;0
Kushala Cista α+;12;Chest;156;0;2;4;-3;-2;1;1;0;0;Kushala Daora Flight;Handicraft;3;--------;0;--------;0
Kushala Cista β+;12;Chest;156;0;2;4;-3;-2;2;4;2;0;Kushala Daora Flight;Handicraft;2;--------;0;--------;0
Kirin Jacket α+;12;Chest;154;-3;-2;-2;4;2;2;3;2;0;Kirin Divinity;Critical Eye;3;Divine Blessing;1;--------;0
Kirin Jacket β+;12;Chest;154;-3;-2;-2;4;2;2;4;2;0;Kirin Divinity;Critical Eye;2;Divine Blessing;1;--------;0
Tentacle Cloak α+;12;Chest;158;-3;4;0;3;-2;2;2;2;0;Namielle Divinity;Blight Resistance;2;Tool Specialist;1;--------;0
