name|rarity|equid_slot|defense|fire_res|water_res|ice_res|thunder_res|dragon_res|slot_count|slot_1_size|slot_2_size|slot_3_size|set_skill_1|skill_1|skill_1_level|skill_2|skill_2_level|skill_3|skill_3_level
Tzitzi Vambraces β+|9|Arms|116|0|0|-2|-3|0|1|4|0|0|0: --------|4: Stun Resistance|2|82: Wide-Range|1|0: --------|0
Girros Vambraces α+|9|Arms|116|0|-3|0|2|1|1|1|0|0|0: --------|47: Free Elem/Ammo Up|1|116: Effluvia Resistance|2|0: --------|0
Girros Vambraces β+|9|Arms|116|0|-3|0|2|1|1|4|0|0|0: --------|47: Free Elem/Ammo Up|1|116: Effluvia Resistance|1|0: --------|0
Dodogama Vambraces α+|9|Arms|120|2|0|0|-3|2|1|2|0|0|0: --------|88: Bombardier|2|38: Blast Attack|1|0: --------|0
Dodogama Vambraces β+|9|Arms|120|2|0|0|-3|2|1|4|0|0|0: --------|88: Bombardier|1|38: Blast Attack|1|0: --------|0
Kulu Vambraces α+|9|Arms|116|0|-3|1|0|0|2|1|1|0|0: --------|49: Critical Boost|1|93: Pro Transporter|1|0: --------|0
Kulu Vambraces β+|9|Arms|116|0|-3|1|0|0|1|4|0|0|0: --------|49: Critical Boost|1|0: --------|0|0: --------|0
Pukei Vambraces α+|9|Arms|118|0|3|0|-3|1|1|1|0|0|0: --------|63: Peak Performance|2|108: Survival Expert|1|0: --------|0
Pukei Vambraces β+|9|Arms|118|0|3|0|-3|1|1|4|0|0|0: --------|63: Peak Performance|1|108: Survival Expert|1|0: --------|0
Barroth Vambraces α+|9|Arms|118|-3|-1|-1|3|0|2|3|1|0|0: --------|73: Marathon Runner|1|80: Guard|1|0: --------|0
Barroth Vambraces β+|9|Arms|118|-3|-1|-1|3|0|2|4|2|0|0: --------|73: Marathon Runner|1|0: --------|0|0: --------|0
Jyura Vambraces α+|9|Arms|118|-1|2|0|-3|0|2|2|1|0|0: --------|31: Water Attack|2|26: Ice Resistance|1|0: --------|0
Jyura Vambraces β+|9|Arms|118|-1|2|0|-3|0|2|4|2|0|0: --------|31: Water Attack|2|0: --------|0|0: --------|0
Beo Vambraces α+|9|Arms|118|-3|0|3|-2|2|1|3|0|0|0: --------|32: Ice Attack|2|21: Health Boost|1|0: --------|0
Beo Vambraces β+|9|Arms|118|-3|0|3|-2|2|1|4|0|0|0: --------|32: Ice Attack|2|0: --------|0|0: --------|0
Kadachi Vambraces α+|9|Arms|120|0|-3|0|3|0|1|2|0|0|0: --------|79: Evade Extender|2|33: Thunder Attack|2|0: --------|0
Kadachi Vambraces β+|9|Arms|120|0|-3|0|3|0|2|4|2|0|0: --------|79: Evade Extender|1|33: Thunder Attack|2|0: --------|0
High Metal Braces α+|9|Arms|128|0|-1|3|-2|0|2|2|1|0|0: --------|20: Defense Boost|2|32: Ice Attack|2|0: --------|0
High Metal Braces β+|9|Arms|128|0|-1|3|-2|0|2|4|1|0|0: --------|20: Defense Boost|2|32: Ice Attack|1|0: --------|0
Banbaro Vambraces α+|9|Arms|130|-2|2|3|-1|-3|1|2|0|0|0: --------|185: Offensive Guard|1|21: Health Boost|2|0: --------|0
Banbaro Vambraces β+|9|Arms|130|-2|2|3|-1|-3|1|4|0|0|0: --------|185: Offensive Guard|1|21: Health Boost|1|0: --------|0
Anja Vambraces α+|9|Arms|132|3|-3|-1|-1|0|1|2|0|0|182: Anjanath Dominance|70: Special Ammo Boost|1|30: Fire Attack|2|0: --------|0
Anja Vambraces β+|9|Arms|132|3|-3|-1|-1|0|1|4|0|0|182: Anjanath Dominance|70: Special Ammo Boost|1|30: Fire Attack|1|0: --------|0
Rathian Vambraces α+|9|Arms|130|2|0|0|-2|-3|1|3|0|0|183: Rathian Essence|35: Poison Attack|2|99: Botanist|1|0: --------|0
Rathian Vambraces β+|9|Arms|130|2|0|0|-2|-3|1|4|0|0|183: Rathian Essence|35: Poison Attack|2|0: --------|0|0: --------|0
Rath Heart Braces α+|9|Arms|132|3|0|0|-3|-4|1|2|0|0|183: Rathian Essence|12: Windproof|2|54: Handicraft|1|0: --------|0
Rath Heart Braces β+|9|Arms|132|3|0|0|-3|-4|2|4|2|0|183: Rathian Essence|12: Windproof|2|0: --------|0|0: --------|0
Lumu Vambraces α+|9|Arms|130|-3|2|1|0|0|2|2|2|0|0: --------|71: Artillery|2|12: Windproof|1|0: --------|0
Lumu Vambraces β+|9|Arms|130|-3|2|1|0|0|2|4|1|0|0: --------|71: Artillery|1|12: Windproof|1|0: --------|0
Lumu Phantasm Braces α+|9|Arms|132|-3|-3|1|2|1|1|2|0|0|0: --------|101: Maximum Might|1|37: Sleep Attack|1|0: --------|0
Lumu Phantasm Braces β+|9|Arms|132|-3|-3|1|2|1|1|4|0|0|0: --------|101: Maximum Might|1|0: --------|0|0: --------|0
Pukei Lagoon Braces α+|9|Arms|132|0|3|-3|-2|0|1|1|0|0|0: --------|56: Partbreaker|1|53: Power Prolonger|1|0: --------|0
Pukei Lagoon Braces β+|9|Arms|132|0|3|-3|-2|0|2|4|1|0|0: --------|56: Partbreaker|1|0: --------|0|0: --------|0
Viper Kadachi Braces α+|9|Arms|132|1|3|-2|-3|1|1|2|0|0|0: --------|35: Poison Attack|2|78: Evade Window|1|0: --------|0
Viper Kadachi Braces β+|9|Arms|132|1|3|-2|-3|1|1|4|0|0|0: --------|35: Poison Attack|1|78: Evade Window|1|0: --------|0
Baan Vambraces α+|9|Arms|134|0|2|-1|0|-2|1|2|0|0|0: --------|37: Sleep Attack|2|80: Guard|1|0: --------|0
Baan Vambraces β+|9|Arms|134|0|2|-1|0|-2|1|4|0|0|0: --------|37: Sleep Attack|1|80: Guard|1|0: --------|0
Ingot Vambraces α+|10|Arms|136|-2|0|-1|3|0|2|2|1|0|0: --------|21: Health Boost|2|33: Thunder Attack|2|0: --------|0
Ingot Vambraces β+|10|Arms|136|-2|0|-1|3|0|1|4|0|0|0: --------|21: Health Boost|2|33: Thunder Attack|1|0: --------|0
Barioth Vambraces α+|10|Arms|138|-3|2|3|-2|0|1|2|0|0|188: Barioth Hidden Art|22: Recovery Up|2|74: Constitution|2|0: --------|0
Barioth Vambraces β+|10|Arms|138|-3|2|3|-2|0|1|4|0|0|188: Barioth Hidden Art|22: Recovery Up|2|74: Constitution|1|0: --------|0
Rathalos Vambraces α+|10|Arms|140|3|1|1|-2|-3|1|3|0|0|189: Rathalos Essence|107: Jump Master|1|50: Weakness Exploit|1|0: --------|0
Rathalos Vambraces β+|10|Arms|140|3|1|1|-2|-3|2|4|3|0|189: Rathalos Essence|107: Jump Master|1|0: --------|0|0: --------|0
Diablos Vambraces α+|10|Arms|140|3|-2|-3|0|2|1|2|0|0|190: Diablos Ambition|64: Heroics|3|13: Tremor Resistance|1|0: --------|0
Diablos Vambraces β+|10|Arms|140|3|-2|-3|0|2|2|4|1|0|190: Diablos Ambition|64: Heroics|2|13: Tremor Resistance|1|0: --------|0
Legiana Vambraces α+|10|Arms|140|-1|2|3|-3|0|1|3|0|0|191: Legiana Ambition|60: Airborne|1|78: Evade Window|2|0: --------|0
Legiana Vambraces β+|10|Arms|140|-1|2|3|-3|0|2|4|2|0|191: Legiana Ambition|60: Airborne|1|78: Evade Window|1|0: --------|0
Odogaron Vambraces α+|10|Arms|140|2|2|-3|-2|0|1|1|0|0|192: Odogaron Essence|74: Constitution|2|48: Critical Eye|1|0: --------|0
Odogaron Vambraces β+|10|Arms|140|2|2|-3|-2|0|1|4|0|0|192: Odogaron Essence|74: Constitution|1|48: Critical Eye|1|0: --------|0
Lavasioth Vambraces α+|10|Arms|140|3|-3|-2|1|2|1|1|0|0|0: --------|63: Peak Performance|2|22: Recovery Up|1|0: --------|0
Lavasioth Vambraces β+|10|Arms|140|3|-3|-2|1|2|1|4|0|0|0: --------|63: Peak Performance|1|22: Recovery Up|1|0: --------|0
Uragaan Vambraces α+|10|Arms|144|4|-3|-2|1|-2|1|2|0|0|193: Uragaan Ambition|80: Guard|2|8: Iron Skin|2|0: --------|0
Uragaan Vambraces β+|10|Arms|144|4|-3|-2|1|-2|1|4|0|0|193: Uragaan Ambition|80: Guard|2|8: Iron Skin|1|0: --------|0
Nargacuga Braces α+|10|Arms|140|-2|2|0|-3|0|1|1|0|0|171: Nargacuga Essence|76: Stamina Surge|2|103: Stealth|2|0: --------|0
Nargacuga Braces β+|10|Arms|140|-2|2|0|-3|0|1|4|0|0|171: Nargacuga Essence|76: Stamina Surge|2|0: --------|0|0: --------|0
Glavenus Braces α+|10|Arms|142|3|-3|-1|1|-1|1|1|0|0|173: Glavenus Essence|101: Maximum Might|2|52: Focus|1|0: --------|0
Glavenus Braces β+|10|Arms|142|3|-3|-1|1|-1|1|4|0|0|173: Glavenus Essence|101: Maximum Might|1|52: Focus|1|0: --------|0
Brachydios Braces α+|10|Arms|142|3|-2|-3|1|1|1|2|0|0|172: Brachydios Essence|62: Agitator|2|6: Blast Resistance|2|0: --------|0
Brachydios Braces β+|10|Arms|142|3|-2|-3|1|1|1|4|0|0|172: Brachydios Essence|62: Agitator|2|6: Blast Resistance|1|0: --------|0
Tigrex Braces α+|10|Arms|142|2|0|0|-3|-2|1|1|0|0|170: Tigrex Essence|85: Speed Eating|2|19: Attack Boost|2|0: --------|0
Tigrex Braces β+|10|Arms|142|2|0|0|-3|-2|1|4|0|0|170: Tigrex Essence|85: Speed Eating|2|19: Attack Boost|1|0: --------|0
Fulgur Vambraces α+|11|Arms|146|-1|-1|-3|2|0|1|2|0|0|182: Anjanath Dominance|83: Item Prolonger|2|33: Thunder Attack|2|0: --------|0
Fulgur Vambraces β+|11|Arms|146|-1|-1|-3|2|0|2|4|2|0|182: Anjanath Dominance|83: Item Prolonger|2|0: --------|0|0: --------|0
Black Belt Braces α+|11|Arms|150|1|1|1|1|2|1|3|0|0|181: Instructor's Guidance|82: Wide-Range|2|68: Horn Maestro|2|0: --------|0
Black Belt Braces β+|11|Arms|150|1|1|1|1|2|2|4|1|0|181: Instructor's Guidance|82: Wide-Range|2|0: --------|0|0: --------|0
Hoarcry Vambraces α+|11|Arms|146|-3|2|3|-1|0|2|1|1|0|191: Legiana Ambition|55: Critical Draw|2|77: Hunger Resistance|1|0: --------|0
Hoarcry Vambraces β+|11|Arms|146|-3|2|3|-1|0|1|4|0|0|191: Legiana Ambition|55: Critical Draw|2|0: --------|0|0: --------|0
Rath Soul Braces α+|11|Arms|148|3|2|-3|2|-4|1|2|0|0|189: Rathalos Essence|56: Partbreaker|2|12: Windproof|1|0: --------|0
Rath Soul Braces β+|11|Arms|148|3|2|-3|2|-4|2|4|1|0|189: Rathalos Essence|56: Partbreaker|1|12: Windproof|1|0: --------|0
Diablos Nero Braces α+|11|Arms|148|2|-3|-4|0|2|2|1|1|0|190: Diablos Ambition|57: Slugger|2|73: Marathon Runner|1|0: --------|0
Diablos Nero Braces β+|11|Arms|148|2|-3|-4|0|2|2|4|2|0|190: Diablos Ambition|57: Slugger|1|73: Marathon Runner|1|0: --------|0
Death Garon Braces α+|11|Arms|148|-2|-3|-2|-2|4|2|2|1|0|192: Odogaron Essence|53: Power Prolonger|1|34: Dragon Attack|2|0: --------|0
Death Garon Braces β+|11|Arms|148|-2|-3|-2|-2|4|2|4|1|0|192: Odogaron Essence|53: Power Prolonger|1|34: Dragon Attack|1|0: --------|0
Acidic Glavenus Braces α+|11|Arms|150|-3|2|2|-1|-1|2|2|1|0|173: Glavenus Essence|4: Stun Resistance|2|54: Handicraft|1|0: --------|0
Acidic Glavenus Braces β+|11|Arms|150|-3|2|2|-1|-1|3|4|2|1|173: Glavenus Essence|4: Stun Resistance|2|0: --------|0|0: --------|0
Artian Vambraces α+|10|Arms|142|1|-2|2|-2|3|2|1|1|0|179: Ancient Divinity|47: Free Elem/Ammo Up|2|120: Tool Specialist|1|0: --------|0
Artian Vambraces β+|10|Arms|142|1|-2|2|-2|3|1|4|0|0|179: Ancient Divinity|47: Free Elem/Ammo Up|2|0: --------|0|0: --------|0
Dober Vambraces α+|11|Arms|152|-2|0|-1|-1|4|2|2|1|0|0: --------|76: Stamina Surge|2|90: Mushroomancer|1|0: --------|0
Dober Vambraces β+|11|Arms|152|-2|0|-1|-1|4|2|4|1|0|0: --------|76: Stamina Surge|1|90: Mushroomancer|1|0: --------|0
Damascus Vambraces α+|11|Arms|152|4|-2|0|0|0|2|2|1|0|0: --------|54: Handicraft|2|86: Speed Sharpening|1|0: --------|0
Damascus Vambraces β+|11|Arms|152|4|-2|0|0|0|2|4|1|0|0: --------|54: Handicraft|2|0: --------|0|0: --------|0
Rimeguard Vambraces α+|12|Arms|154|-3|2|4|-1|-1|1|1|0|0|178: Velkhana Divinity|81: Quick Sheath|1|104: Flinch Free|2|0: --------|0
Rimeguard Vambraces β+|12|Arms|154|-3|2|4|-1|-1|1|4|0|0|178: Velkhana Divinity|81: Quick Sheath|1|104: Flinch Free|1|0: --------|0
Pride Vambraces α+|11|Arms|154|3|1|-4|-2|-2|1|3|0|0|194: Bazelgeuse Ambition|55: Critical Draw|2|11: Earplugs|1|0: --------|0
Pride Vambraces β+|11|Arms|154|3|1|-4|-2|-2|2|4|3|0|194: Bazelgeuse Ambition|55: Critical Draw|2|0: --------|0|0: --------|0
Fellshroud Braces α+|12|Arms|156|-2|4|1|1|-3|3|2|1|1|196: Vaal Soulvein|22: Recovery Up|2|85: Speed Eating|1|0: --------|0
Fellshroud Braces β+|12|Arms|156|-2|4|1|1|-3|3|4|1|1|196: Vaal Soulvein|22: Recovery Up|2|0: --------|0|0: --------|0
Kaiser Vambraces α+|12|Arms|156|3|-3|-3|1|1|1|2|0|0|143: Teostra Technique|50: Weakness Exploit|2|17: Heat Guard|1|0: --------|0
Kaiser Vambraces β+|12|Arms|156|3|-3|-3|1|1|2|4|3|0|143: Teostra Technique|50: Weakness Exploit|1|17: Heat Guard|1|0: --------|0
Kushala Grip α+|12|Arms|156|0|2|4|-3|-2|1|1|0|0|144: Kushala Daora Flight|78: Evade Window|3|0: --------|0|0: --------|0
Kushala Grip β+|12|Arms|156|0|2|4|-3|-2|2|4|2|0|144: Kushala Daora Flight|78: Evade Window|2|0: --------|0|0: --------|0
Kirin Longarms α+|12|Arms|154|-3|-2|-2|4|2|2|3|2|0|199: Kirin Divinity|33: Thunder Attack|3|73: Marathon Runner|1|0: --------|0
Kirin Longarms β+|12|Arms|154|-3|-2|-2|4|2|3|4|2|2|199: Kirin Divinity|33: Thunder Attack|3|0: --------|0|0: --------|0
Tentacle Gloves α+|12|Arms|158|-3|4|0|3|-2|1|1|0|0|177: Namielle Divinity|120: Tool Specialist|2|101: Maximum Might|1|0: --------|0
Tentacle Gloves β+|12|Arms|158|-3|4|0|3|-2|1|4|0|0|177: Namielle Divinity|120: Tool Specialist|2|0: --------|0|0: --------|0
Guild Palace Braces α+|11|Arms|154|1|2|1|2|1|1|3|0|0|200: Guild Pride|185: Offensive Guard|2|64: Heroics|1|0: --------|0
Guild Palace Braces β+|11|Arms|154|1|2|1|2|1|2|4|1|0|200: Guild Pride|185: Offensive Guard|2|0: --------|0|0: --------|0
Clockwork Braces α+|10|Arms|142|2|2|-1|2|-1|1|2|0|0|180: Commission Alchemy|88: Bombardier|3|13: Tremor Resistance|1|0: --------|0
Clockwork Braces β+|10|Arms|142|2|2|-1|2|-1|1|4|0|0|180: Commission Alchemy|88: Bombardier|3|0: --------|0|0: --------|0
Ruinous Vambraces α+|12|Arms|166|1|1|1|-3|-3|1|3|0|0|203: Nergigante Ambition|62: Agitator|2|19: Attack Boost|2|0: --------|0
Ruinous Vambraces β+|12|Arms|166|1|1|1|-3|-3|2|4|1|0|203: Nergigante Ambition|62: Agitator|2|19: Attack Boost|1|0: --------|0
Shara Ishvalda Braces α+|12|Arms|162|0|-2|-3|3|0|1|1|0|0|176: Shara Ishvalda Divinity|49: Critical Boost|2|186: Coalescence|1|0: --------|0
Shara Ishvalda Braces β+|12|Arms|162|0|-2|-3|3|0|1|4|0|0|176: Shara Ishvalda Divinity|49: Critical Boost|2|0: --------|0|0: --------|0
Esurient Vambraces α+|11|Arms|156|2|1|1|-3|-3|1|2|0|0|195: Deviljho Essence|58: Stamina Thief|2|56: Partbreaker|1|0: --------|0
Esurient Vambraces β+|11|Arms|156|2|1|1|-3|-3|1|4|0|0|195: Deviljho Essence|58: Stamina Thief|2|0: --------|0|0: --------|0
Guildwork Braces α+|12|Arms|162|2|1|2|1|2|2|3|2|0|200: Guild Pride|100: Geologist|2|99: Botanist|1|0: --------|0
Guildwork Braces β+|12|Arms|162|2|1|2|1|2|2|4|3|0|200: Guild Pride|100: Geologist|1|99: Botanist|1|0: --------|0
Golden Lunebraces α+|12|Arms|162|3|-2|0|-4|4|1|2|0|0|175: Gold Rathian Essence|66: Resentment|2|35: Poison Attack|2|0: --------|0
Golden Lunebraces β+|12|Arms|162|3|-2|0|-4|4|2|4|2|0|175: Gold Rathian Essence|66: Resentment|2|0: --------|0|0: --------|0
Silver Solbraces α+|12|Arms|164|4|-3|-2|-2|3|2|2|2|0|174: Silver Rathalos Essence|102: Slinger Capacity|3|12: Windproof|1|0: --------|0
Silver Solbraces β+|12|Arms|164|4|-3|-2|-2|3|2|4|2|0|174: Silver Rathalos Essence|102: Slinger Capacity|3|0: --------|0|0: --------|0
Zinogre Braces α+|11|Arms|158|-1|-1|-4|4|1|2|2|1|0|169: Zinogre Essence|23: Recovery Speed|2|61: Latent Power|2|0: --------|0
Zinogre Braces β+|11|Arms|158|-1|-1|-4|4|1|2|4|2|0|169: Zinogre Essence|23: Recovery Speed|1|61: Latent Power|2|0: --------|0
Stygian Vambraces α+|11|Arms|160|2|-4|0|-5|4|1|2|0|0|169: Zinogre Essence|56: Partbreaker|2|34: Dragon Attack|3|0: --------|0
Stygian Vambraces β+|11|Arms|160|2|-4|0|-5|4|2|4|3|0|169: Zinogre Essence|56: Partbreaker|2|0: --------|0|0: --------|0
Garuga Vambraces α+|11|Arms|154|2|-3|-2|2|-2|1|1|0|0|0: --------|11: Earplugs|3|0: --------|0|0: --------|0
Garuga Vambraces β+|11|Arms|154|2|-3|-2|2|-2|1|4|0|0|0: --------|11: Earplugs|2|0: --------|0|0: --------|0
Zorah Claws α+|12|Arms|160|4|-3|-2|-1|-3|2|1|1|0|201: Zorah Magdaros Essence|104: Flinch Free|2|84: Free Meal|1|0: --------|0
Zorah Claws β+|12|Arms|160|4|-3|-2|-1|-3|2|4|1|0|201: Zorah Magdaros Essence|104: Flinch Free|2|0: --------|0|0: --------|0
Golden Kote α+|11|Arms|158|2|0|-5|3|2|1|2|0|0|208: Rajang's Rage|66: Resentment|1|54: Handicraft|2|0: --------|0
Golden Kote β+|11|Arms|158|2|0|-5|3|2|2|4|3|0|208: Rajang's Rage|66: Resentment|1|0: --------|0|0: --------|0
Grand God's Peer Arms α+|12|Arms|170|2|0|-5|3|2|2|2|2|0|217: Rajang Will|76: Stamina Surge|2|20: Defense Boost|3|0: --------|0
Grand God's Peer Arms β+|12|Arms|170|2|0|-5|3|2|3|4|2|1|217: Rajang Will|76: Stamina Surge|2|0: --------|0|0: --------|0
Brachydium Braces α+|12|Arms|170|3|-2|-3|1|1|2|2|2|0|218: Brachydios Will|62: Agitator|2|71: Artillery|3|0: --------|0
Brachydium Braces β+|12|Arms|170|3|-2|-3|1|1|2|4|4|0|218: Brachydios Will|62: Agitator|2|0: --------|0|0: --------|0
Safi Crested Vambraces α+|12|Arms|168|2|1|1|1|-1|3|2|2|2|211: Safi'jiiva Seal|29: Blight Resistance|1|101: Maximum Might|1|0: --------|0
Safi Crested Vambraces β+|12|Arms|168|2|1|1|1|-1|3|4|2|2|211: Safi'jiiva Seal|29: Blight Resistance|1|0: --------|0|0: --------|0
Escadora Armguards α+|12|Arms|160|3|0|3|0|2|2|3|1|0|221: Alatreon Divinity|19: Attack Boost|3|53: Power Prolonger|3|0: --------|0
Escadora Armguards β+|12|Arms|160|3|0|3|0|2|2|4|3|0|221: Alatreon Divinity|19: Attack Boost|3|0: --------|0|0: --------|0
Empress Vambraces α+|12|Arms|164|3|1|-3|1|-2|2|2|1|0|202: Lunastra Essence|120: Tool Specialist|2|38: Blast Attack|2|0: --------|0
Empress Vambraces β+|12|Arms|164|3|1|-3|1|-2|2|4|1|0|202: Lunastra Essence|120: Tool Specialist|2|38: Blast Attack|1|0: --------|0
Kulve Taroth's Rage α+|12|Arms|176|4|-2|-2|3|-4|2|3|2|0|219: Kulve Taroth Essence|49: Critical Boost|1|82: Wide-Range|3|0: --------|0
Kulve Taroth's Rage β+|12|Arms|176|4|-2|-2|3|-4|2|4|4|0|219: Kulve Taroth Essence|49: Critical Boost|1|0: --------|0|0: --------|0
Rose Arms α+|10|Arms|150|4|1|1|1|1|1|4|0|0|214: Full Bloom Blessing|120: Tool Specialist|3|0: --------|0|0: --------|0
Passionate Arms α+|10|Arms|156|1|4|1|1|1|2|4|3|0|215: Sizzling Blessing|108: Survival Expert|3|0: --------|0|0: --------|0
Demonlord Blackarm α+|11|Arms|162|1|1|1|4|1|1|4|0|0|216: Fun Fright Blessing|54: Handicraft|3|0: --------|0|0: --------|0
Oolong Sleeves α+|9|Arms|120|1|1|4|1|1|1|4|0|0|212: Joyful Blessing|186: Coalescence|2|0: --------|0|0: --------|0
Astral Scarf α+|9|Arms|140|2|2|2|2|2|3|4|1|1|213: Appreciation Blessing|97: Divine Blessing|2|0: --------|0|0: --------|0
Thermae Layered Cuffs|9|Arms|94|0|0|0|0|0|0|0|0|0|0: --------|0: --------|0|0: --------|0|0: --------|0
Buff Arms α+|11|Arms|154|2|-1|-1|0|-3|1|4|0|0|0: --------|19: Attack Boost|3|67: Resuscitate|1|0: --------|0
Rex Roar Braces α+|11|Arms|158|3|-4|0|-2|0|1|3|0|0|170: Tigrex Essence|21: Health Boost|3|19: Attack Boost|2|0: --------|0
Rex Roar Braces β+|11|Arms|158|3|-4|0|-2|0|1|4|0|0|170: Tigrex Essence|21: Health Boost|2|19: Attack Boost|2|0: --------|0
Guardian Vambraces α+|6|Arms|50|2|0|2|0|3|0|0|0|0|0: --------|73: Marathon Runner|1|97: Divine Blessing|1|0: --------|0
HARDUMMY|12|Arms|132|-1|-1|-1|3|2|2|4|1|0|209: Power Cell|66: Resentment|2|0: --------|0|0: --------|0
Tentacle Gloves γ+|12|Arms|176|-3|4|0|3|-2|2|4|2|0|177: Namielle Divinity|73: Marathon Runner|3|29: Blight Resistance|1|0: --------|0
Azure Age Sleeve α+|12|Arms|170|2|2|0|0|3|3|1|1|1|174: Silver Rathalos Essence|52: Focus|2|50: Weakness Exploit|1|0: --------|0
Rimeguard Vambraces γ+|12|Arms|180|-3|2|4|-1|-1|2|4|3|0|178: Velkhana Divinity|22: Recovery Up|3|32: Ice Attack|3|0: --------|0
Frostfang Vambraces α+|11|Arms|162|-3|2|3|-2|0|2|2|2|0|220: Frostfang Absolute Art|48: Critical Eye|2|57: Slugger|2|0: --------|0
Frostfang Vambraces β+|11|Arms|162|-3|2|3|-2|0|2|4|4|0|220: Frostfang Absolute Art|48: Critical Eye|2|0: --------|0|0: --------|0
Dragonclaws α+|12|Arms|180|-1|2|0|2|-4|2|4|1|0|222: Fatalis Legend|50: Weakness Exploit|1|54: Handicraft|3|0: --------|0
Dragonclaws β+|12|Arms|180|-1|2|0|2|-4|3|4|4|4|222: Fatalis Legend|50: Weakness Exploit|1|0: --------|0|0: --------|0
HARDUMMY|12|Arms|160|2|0|2|2|2|2|4|3|0|182: Anjanath Dominance|52: Focus|1|76: Stamina Surge|1|0: --------|0
Leon's Arms α+|12|Arms|150|3|2|3|2|0|1|4|0|0|210: Survivor|62: Agitator|1|19: Attack Boost|2|0: --------|0
Claire's Arms α+|12|Arms|150|3|2|3|2|0|1|4|0|0|210: Survivor|62: Agitator|2|78: Evade Window|1|0: --------|0
Artemis Guards α+|11|Arms|140|2|2|1|1|2|1|2|0|0|224: New World|21: Health Boost|3|11: Earplugs|1|0: --------|0
Artemis's Arms α+|11|Arms|140|2|2|1|1|2|1|2|0|0|224: New World|21: Health Boost|3|11: Earplugs|1|0: --------|0
Leather Belt|1|Waist|2|2|0|0|0|0|0|0|0|0|0: --------|0: --------|0|0: --------|0|0: --------|0
Chainmail Belt|1|Waist|2|0|2|0|0|0|0|0|0|0|0: --------|0: --------|0|0: --------|0|0: --------|0
Hunter's Coil|1|Waist|6|2|2|0|0|0|0|0|0|0|0: --------|117: Scenthound|1|0: --------|0|0: --------|0
Bone Coil|1|Waist|6|2|0|0|2|2|0|0|0|0|0: --------|68: Horn Maestro|1|0: --------|0|0: --------|0
Alloy Coil|2|Waist|8|-2|1|-2|-2|1|0|0|0|0|0: --------|1: Poison Resistance|1|0: --------|0|0: --------|0
Vespoid Coil|1|Waist|8|-2|1|1|1|2|0|0|0|0|0: --------|2: Paralysis Resistance|1|0: --------|0|0: --------|0
Jagras Coil|1|Waist|8|-2|2|-1|-1|1|0|0|0|0|0: --------|65: Fortify|1|0: --------|0|0: --------|0
Kulu Coil|1|Waist|10|0|-3|1|0|0|0|0|0|0|0: --------|83: Item Prolonger|1|0: --------|0|0: --------|0
Pukei Coil|2|Waist|12|0|3|0|-3|1|0|0|0|0|0: --------|35: Poison Attack|1|0: --------|0|0: --------|0
Barroth Coil|2|Waist|14|-3|-1|-1|3|0|0|0|0|0|0: --------|5: Muck Resistance|1|0: --------|0|0: --------|0
Jyura Coil|2|Waist|14|-1|2|0|-3|0|0|0|0|0|0: --------|26: Ice Resistance|1|0: --------|0|0: --------|0
Kadachi Coil|2|Waist|16|0|-3|0|3|0|0|0|0|0|0: --------|33: Thunder Attack|1|0: --------|0|0: --------|0
High Metal Coil|3|Waist|18|0|-1|3|-2|0|0|0|0|0|0: --------|69: Capacity Boost|1|0: --------|0|0: --------|0
Hornetaur Coil|3|Waist|18|-1|-1|0|0|2|0|0|0|0|0: --------|96: Carving Pro|1|0: --------|0|0: --------|0
Anja Coil|3|Waist|20|3|-3|-1|-1|0|0|0|0|0|125: Anjanath Power|24: Fire Resistance|1|0: --------|0|0: --------|0
Rathian Coil|3|Waist|22|2|0|0|-2|-3|0|0|0|0|0: --------|1: Poison Resistance|1|0: --------|0|0: --------|0
Tzitzi Coil|3|Waist|18|0|0|-2|-3|0|0|0|0|0|0: --------|82: Wide-Range|1|0: --------|0|0: --------|0
Lumu Coil|3|Waist|20|-3|2|1|0|0|0|0|0|0|0: --------|97: Divine Blessing|1|0: --------|0|0: --------|0
Girros Coil|3|Waist|20|0|-3|0|2|1|0|0|0|0|0: --------|16: Effluvial Expert|1|0: --------|0|0: --------|0
Baan Coil|3|Waist|24|0|2|-1|0|-2|0|0|0|0|0: --------|80: Guard|1|0: --------|0|0: --------|0
King Beetle Elytra|3|Waist|22|-1|-1|0|2|2|0|0|0|0|0: --------|95: Honey Hunter|1|0: --------|0|0: --------|0
Butterfly Elytra|3|Waist|22|-1|-1|0|2|2|0|0|0|0|0: --------|95: Honey Hunter|1|0: --------|0|0: --------|0
Ingot Coil|4|Waist|28|-2|0|-1|3|0|0|0|0|0|0: --------|12: Windproof|1|0: --------|0|0: --------|0
Legiana Coil|4|Waist|30|-1|2|3|-3|0|0|0|0|0|151: Legiana Blessing|32: Ice Attack|1|0: --------|0|0: --------|0
Odogaron Coil|4|Waist|30|2|2|-3|-2|0|0|0|0|0|153: Odogaron Power|48: Critical Eye|1|0: --------|0|0: --------|0
Rathalos Coil|4|Waist|30|3|1|1|-2|-3|0|0|0|0|128: Rathalos Power|30: Fire Attack|1|0: --------|0|0: --------|0
Diablos Coil|4|Waist|32|3|-2|-3|0|2|0|0|0|0|129: Diablos Power|73: Marathon Runner|1|0: --------|0|0: --------|0
